upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,
090341458004,Soda,1,779,n,n,Reeds,6pk,,n,6,
090341543212,Soda,1,799,n,n,Virgil's:Cream Soda 4pk,12oz,,n,4,
090341634002,Soda,1,749,n,n,Virgil's Zero Sugar Root Beer 4pk,12oz,,n,4,
090341640003,Water/Juices,1,639,n,n,Virgil's:Can- Root Beer,12oz,,n,1,
090341641000,Water/Juices,1,639,n,n,Virgil's:Can- Lemon Lime,12oz,,n,1,
090341642007,Water/Juices,1,639,n,n,Virgil's:Can- Orange,12oz,,n,1,
090341643004,Water/Juices,1,639,n,n,Virgil's:Can- Real Cola,12oz,,n,1,
090341645008,Water/Juices,1,639,n,n,Virgil's:Can- Vanilla Cream,12oz,,n,1,
090341646005,Water/Juices,1,639,n,n,Virgil's:Can- Black Cherry,12oz,,n,1,
090478331003,Soda,1,174,n,n,Sidral Mundet Apple Soda,12 Oz,,n,1,
090478410012,Soda,1,184,n,n,Jarritos Mandarin,12.5oz,,n,1,
090478410043,Soda,1,174,n,n,Jarritos Pineapple,12.5 oz,,n,1,
090478410050,Soda,1,174,n,n,Jarritos Soda Lime,12.50 Oz,,n,1,
090478410104,Soda,1,184,n,n,Jarritos Soda Mango,12.50 Oz,,n,1,
090478410616,Soda,1,174,n,n,Mineragua:Club Soda,12.50 FL OZ,,n,1,
091636000038,Food,1,799,n,n,Org,,,n,1,
092227706407,Food,1,1899,n,n,Amyul,,,n,1,
092227741408,Food,1,1599,n,n,Amylu BF Links,,,n,1,
092227773409,Food,1,2099,n,n,Spn Feta Ssg,,,n,1,
092227967327,Food,1,1999,n,n,Org. ApplMaple,32oz,,n,1,
092325222212,Food,1,529,n,n,Annie's Homegrown:Organic Horseradish Mustard,9 oz,,n,1,
092325222236,Food,1,489,n,n,Annie's Homegrown:Organic Dijon Mustard,9 oz,,n,1,
092325222243,Food,1,489,n,n,Annie's Homegrown:Organic Yellow Mustard,9 oz,,n,1,
092325222250,Food,1,499,n,n,Annie's Homegrown:Organic Ketchup,24 oz,,n,1,
092325333192,Food,1,549,n,n,Annie's Naturals:Low Fat Honey Mustard Vinaigrette  ,8 oz,,n,1,
092325333208,Food,1,549,n,n,Annie's Naturals:Tuscany Italian,8 oz,,n,1,
092325333321,Food,1,449,n,n,Annie's Naturals:Balsamic Vinaigrette  ,8 oz,,n,1,
092325333352,Food,1,449,n,n,Annie's Naturals:Shitake & Sesame Vinaigrette,8 oz,,n,1,
092325333369,Food,1,449,n,n,Annie's Naturals:Goddess   ,8 oz,,n,1,
092325333529,Food,1,499,n,n,Annie's Naturals:Organic Goddess,8 oz,,n,1,
092581010028,Food,1,229,n,n,Maltagliati: Organic Capellini,16 oz,,n,1,
092581010042,Food,1,229,n,n,Maltagliati: Org. Spaghetti,16oz,,n,1,
092581010073,Food,1,229,n,n,Maltagliati: Organic Bucatini,16 oz,,n,1,
092581010134,Food,1,229,n,n,Maltagliati: Linguine,16oz,,n,1,
092581010165,Food,1,229,n,n,Maltagliati: Organic Fettuccine,16 oz,,n,1,
092581013005,Food,1,229,n,n,Maltagliati: Elbows,16oz,,n,1,
092581013289,Food,1,229,n,n,Maltagliati: Farfalle,16oz,,n,1,
092581013401,Food,1,229,n,n,Maltagliati: Penne,16oz,,n,1,
092581013463,Food,1,229,n,n,Maltagliati: Organic Cut Ziti,16 oz,,n,1,
092581013593,Food,1,229,n,n,Maltagliati: Rigatoni,16oz,,n,1,
092581013647,Food,1,229,n,n,Maltagliati Conchiglie,16oz,,n,1,
092581013661,Food,1,229,n,n,Maltagliati: Organic Fusilli,16 oz,,n,1,
092581013678,Food,1,249,n,n,Maltagliati: Organic Tri Color Fusilli,16 oz,,n,1,
093936987972,Cheese,1,879,n,n,Arla: Apetina Feta,9.3 oz ,,n,1,
094187011379,Health & Wellness,1,99,n,n,Comb,,,n,1,
094187014714,Health & Wellness,1,299,n,n,SCOPE MINI,"=""1""",,n,1,
094187018200,Household Essentials,1,199,n,n,C/V CUTEX SLNT TWEEZERS 1820, EACH,,n,1,
094187067772,Health & Wellness,1,249,n,n,EMERGEN-C SUPER ORANGE,,,n,1,
094379001003,Food,1,149,n,n,Mid East:Fava Bean ,15 oz,,n,1,
094379001058,Food,1,239,n,n,Mid East:Fava Bean ,30 oz,,n,1,
094379001508,Food,1,149,n,n,Mid East:Garbanzo Beans ,14 oz,,n,1,
094379002000,Dairy,1,329,n,n,Byblos:Lebni   ,16 oz,,n,1,
094379002109,Dairy,1,929,n,n,Byblos:Plain Yogurt,64 oz,,n,1,
094379009559,Food,1,279,n,n,Byblos:Lemon Juice  ,32 oz,,n,1,
094379050001,Food,1,629,n,n,Mid East:Sesame Butter Tahini,16 oz,,n,1,
094379102670,Food,1,879,n,n,Mediterranean: Shepherds Halloumi,8.8oz,,n,1,
094379142041,Food,1,514,n,n,Mid East:Pastry Wrap- Square Puff Pastry Package,8pc,,n,1,
094379202080,Food,1,359,n,n,Mid East:Date Paste ,14oz,,n,1,
094379202264,Food,1,659,n,n,Mid East:Pitted Date Deglet ,24 oz,,n,1,
094379214519,Food,1,349,n,n,Mid East:Green Olive w/ Shata,19 oz,,n,1,
094379248507,Food,1,199,n,n,Mid East:Vermicelli ,1 lb,,n,1,
094379281276,Food,1,1049,n,n,ME Eggplant Makdoux,35oz,,n,1,
094379286028,Food,1,669,n,n,Mid East:White Wine Vinegar ,1gl,,n,1,
094379286127,Food,1,669,n,n,Mid East:Red Wine Vinegar ,1gl,,n,1,
094379311003,Food,1,279,n,n,Mid East:Farina ,24oz,,n,1,
094379311058,Food,1,289,n,n,Mid East:Semolina Fine ,24oz,,n,1,
094379321507,Food,1,589,n,n,Mid East:Freekeh,800gr,,n,1,
094379341024,Food,1,199,n,n,Mid East:Peas & Carrots,15 oz,,n,1,
094379341109,Food,1,239,n,n,Mid East:Jumbo Fava Bean (Can),20 oz,,n,1,
094379341130,Food,1,199,n,n,Mid East:Pinto Beans,15 oz,,n,1,
094379341147,Food,1,459,n,n,Mid East:Lupini Jar ,32 oz,,n,1,
094379341154,Food,1,199,n,n,Mid East:Dark Red Kidney Beans,15 oz,,n,1,
094379341192,Food,1,149,n,n,Mid East:Fava & Chick Pea,15 oz,,n,1,
094379341253,Food,1,259,n,n,Mid East:Garbanzo Cans ,29 oz,,n,1,
094379421153,Food,1,559,n,n,Mid East:Date Molasses,16oz,,n,1,
094379422006,Food,1,499,n,n,Mid East:Grape Molasses ,12 oz ,,n,1,
094379422563,Food,1,529,n,n,MidEast: Pomegrante Molasses,12.7oz,,n,1,
094379604358,Food,1,1169,n,n,Mid East:Mastic In Jar,2 oz,,n,1,
094379702535,Food,1,349,n,n,Mid East:Lentil Bean Brown Packet,24 oz,,n,1,
094379702658,Food,1,399,n,n,Mid East:Imported Red Lentil Bean (Small),24oz,,n,1,
094379702665,Food,1,399,n,n,Mid East:Domestic Red Lentil Bean (Large),24 oz,,n,1,
094379703556,Food,1,499,n,n,Mid East:Lupini Beans Dry,24 oz,,n,1,
094379703808,Food,1,459,n,n,Mid East:Mid East Large Lima Beans (Fusillia),24 oz,,n,1,
094379751007,Food,1,329,n,n,Mid East:Bulgur #1  ,24 oz,,n,1,
094379751205,Food,1,329,n,n,Mid East:Bulgur #2  ,24 oz,,n,1,
094379751403,Food,1,329,n,n,Mid East:Bulgur # 3  ,24 oz,,n,1,
094379751601,Food,1,329,n,n,Mid East:Bulgur #4   ,24 oz,,n,1,
094379752004,Food,1,639,n,n,Indo- European:Fava Beans Jumbo,24 oz,,n,1,
094379761051,Food,1,339,n,n,ME Semolina,24oz,,n,1,
094922456908,Food,1,769,n,n,Ciuti:Grape Seed Oil,33.8oz  ,,n,1,
094922470232,Food,1,1089,n,n,Ciuti:Extra Virgin Olive Oil,33.8oz ,,n,1,
095753001305,Food,1,329,n,n,Carlo: Orange Blossom Water,12.7 oz,,n,1,
095753001312,Food,1,329,n,n,Carlo: Rose Water ,12.7 oz,,n,1,
095753002128,Food,1,779,n,n,Carlo: Pomegranate Concentrate,12 oz,,n,1,
096453958111,Food,1,389,n,n,Delba:3 Grain  Bread ,17 oz,,n,1,
096453958128,Food,1,389,n,n,Delba:Sunflower Seed ,17 oz,,n,1,
096453958135,Food,1,389,n,n,Delba:Rye Bread ,17 oz,,n,1,
096453958142,Food,1,389,n,n,Delba:Pumpernickel,17 oz,,n,1,
096619016280,Food,1,1899,n,n,Krikland Org Maple Syrup,,,n,1,
096619032938,Food,1,769,n,n,Kirkland Organic Raw Honey,680 g,,n,1,
096619049844,Food,1,1599,n,n,Frozen Strawberry,"=""13.99""",,n,1,
096619053599,Household Essentials,1,299,n,n,Kirk: Towel,,,n,1,
096619081554,Food,1,1299,n,n,Org BlueBer,,,n,1,
096619093922,Food,1,799,n,n,Lean ham,,,n,1,
096619114009,Food,1,549,n,n,Organic milk,"=""5.49""",,n,1,
096619128921,Food,1,799,n,n,Krikland org unsalted butter,16oz,,n,1,
096619128938,Dairy,1,799,n,n,Kirkland: Org. Salted butter,,,n,1,
096619140411,Fresh Produce,1,1599,n,n,Org Strawberries ,,,n,1,
096619140428,Frozen Food,1,1599,n,n,Strawberries,,,n,1,
096619140466,Food,1,1099,n,n,Org. Blueberry,,,n,1,
096619158997,Water/Juices,1,749,n,n,Kirkland apple juice,1 G,,n,2,
096619163021,Dairy,1,599,n,n,org whole milk,,,n,1,
096619174010,Food,1,1499,n,n,KS 3 Berry,,,n,1,
096619174027,Fresh Produce,1,1599,n,n,Three Berry Blend ,,,n,1,
096619174058,Food,1,1499,n,n,Kirk:3 berry,,,n,1,
096619189045,Food,1,339,n,n,Evaporated milk,,,n,1,
096619194254,Household Essentials,1,699,n,n,Kirkland bath tissue,6pk,,n,1,
096619194261,Food,1,899,n,n,Zncient grains,,,n,1,
096619217939,Food,1,1099,n,n,Organic Strawberry Spread ,,,n,1,
096619228560,Food,1,299,n,n,Krik: Brown Rice,8.5oz,,n,1,
096619267934,Food,1,2199,n,n,Tampura Shrimp,,,n,1,
096619273805,Water/Juices,1,709,n,n,Krik: Cranberry Raspberry,2.8 L,,n,2,
096619316281,Food,1,599,n,n,Ex Lean Ham,,,n,1,
096619321544,Household Essentials,1,299,n,n,kirland signnatine paper towel,11in x 7in,,n,1,
096619384884,Dairy,1,499,n,n,Kirkland Salted Sweet Cream Butter,16 oz,,n,1,
096619409549,Water/Juices,1,699,n,n,Krik: Org. Canberry Cocktail 3 QT,,,n,2,
096619411146,Dairy,1,399,n,n,Kirlnd: salted butter,,,n,1,
096619414000,Dairy,1,499,n,n,Krk: Butter,16oz,,n,1,
096619488827,Food,1,599,n,n,Chicken Breast,,,n,1,
096619626410,Food,1,349,n,n,Kirkland Albacore,7oz,,n,1,
096619679133,Food,1,1499,n,n,Krik: Maple,1L,,n,1,
096619700004,Food,1,549,n,n,Kirkland Bacon,16 oz,,n,1,
096619756803,Water/Juices,1,95,n,n,Kirk Purified Water,16.9 oz,,n,1,
096619770007,Food,1,899,n,n,Bacon kirkland,,,n,1,
096619782581,Food,1,329,n,n,Krik: Chicken Stock,946ml,,n,1,
096619833757,Water/Juices,1,709,n,n,Kirkland Organic Lemonade,2.84 L,,n,2,
096619844333,Food,1,699,n,n,Kirkland Turkey Breast Ham,14 oz,,n,1,
096619878994,Food,1,99,n,n,Kirk: Apple sauce,,,n,1,
096619916146,Food,1,459,n,n,Kirkland Pink Salmon,6 oz,,n,1,
096619960095,Household Essentials,1,699,n,n,KIRKLAND BATH TISSUE 2 PLY 6 ROLLS,6 rolls,,n,1,
096619998340,Food,1,169,n,n,Kirkland Cut Green Beans,14.5 Oz,,n,1,
096689020071,Pets,1,699,n,n,Scoop Away Multi-Cat Scented,7 lb,,n,1,
097421376791,Candies/Bars/Gum,1,279,n,n,Power Bar Protein Plus Vanilla,2.12 Oz,,n,1,
097421971873,Candies/Bars/Gum,1,279,n,n,Power Bar Protein Cookies n Cream,2.15 oz,,n,1,
097464901288,Household Essentials,1,229,n,n,Jubilee,"=""180""",,n,1,
097464901400,Household Essentials,1,199,n,n,Melody Napkins,180ct,,n,1,
097464902155,Household Essentials,1,799,n,n,Jubilee Bath Tissue Unsented,12 Pk,,n,1,
097464902704,Household Essentials,1,299,n,n,jubilee mega roll bathroom tissue,4 rolls,,n,1,
097464903008,Household Essentials,1,269,n,n,Jubliee Towels,"=""65""",,n,1,
097464903053,Household Essentials,1,329,n,n,Julilee,68.8sq,,n,1,
097464905101,Household Essentials,1,399,n,n,Melody Toilat Papar,,,n,1,
097464905200,Household Essentials,1,399,n,n,melody  bathroom tissue,,,n,1,
098308002024,Food,1,539,n,n,Better Than Bouillon:Chicken  Base,8 oz,,n,1,
098308002031,Food,1,539,n,n,Better Than Bouillon:Beef Base  ,8 oz,,n,1,
098308002055,Food,1,539,n,n,Better Than Bouillon:Vegetable Base  ,8 oz,,n,1,
098308002109,Food,1,539,n,n,Better Than Bouillon:Turkey Base,8 oz,,n,1,
098308002802,Food,1,699,n,n,Better Than Bouillon:Organic Chicken Base,8 oz,,n,1,
098308002826,Food,1,699,n,n,Better Than Bouillon:Organic Vegetable Base,8 oz,,n,1,
098308002833,Food,1,699,n,n,Better Than Bouillon:Organic Beef Base,8 oz,,n,1,
098308225812,Food,1,549,n,n,Better Than Bouillon:Certified Vegan No Chicken Base,8 oz,,n,1,
098308227717,Food,1,599,n,n,Better Than Bouillon:Reduced Sodium Natural Chicken Base,8 oz,,n,1,
098308227724,Food,1,599,n,n,Better Than Bouillon:Reduced Nat. Sodium Vegetable Base,8 oz,,n,1,
098533001205,Food,1,379,n,n,Monet:Original ,4.4 oz,,n,1,
098533001229,Food,1,379,n,n,Monet:Pepper & Poppy Seed,4.4 oz,,n,1,
098533001243,Food,1,379,n,n,Monet:Sesame ,4.4 oz,,n,1,
099900001477,Candies/Bars/Gum,1,229,n,n,BUTTERFINGER KG,3.7 oz,y,n,1,
099900100651,Candies/Bars/Gum,1,199,n,n,Butterfinger bites,,,n,1,
099900100767,Candies/Bars/Gum,1,199,n,n,Butterfinger Bits,3.2 oz,,n,1,
099900100873,Candies/Bars/Gum,1,149,n,n,butterfinger crispety crunchy,,y,n,1,
099900711154,Candies/Bars/Gum,1,159,n,n,Raisinets,1.5oz,,n,1,
099900722198,Candies/Bars/Gum,1,229,n,n,Crunch,,,n,1,
099900908363,Food,1,159,n,n,crunch,,,n,1,
158336110112,Food,1,99,n,n,Oetker:Baking Powder,14g,,n,1,
158336111041,Food,1,99,n,n,Oetker:Vanilla Sugar  ,9g,,n,1,
180999001001,Food,1,399,n,n,Lesser evil himakayan sakt,,,n,1,
184739000309,Water/Juices,1,167,n,n,Hint Water Fruit Infused:Blackberry,16 fl. oz.,,n,1,
184739000316,Water/Juices,1,167,n,n,Hint Water Fruit Infused:Watermelon,16 fl. oz.,,n,1,
187229127289,Food,1,2499,n,n,LUXARDO 14.1OZ,14.1oz,,n,1,
190646630058,Food,1,459,n,n,oat-ly Milk,32oz,,n,1,
190646640019,Dairy,1,439,n,n,Oatly Oat-Milk,32oz,,n,1,
191414008192,Food,1,499,n,n,Litaly Choc Cov Marshmllw Sndwch w/crml,,,n,1,
191414008208,Food,1,499,n,n,Litaly -Choc Cov Marshmllw Sndwch ,,,n,1,
191554100220,Household Essentials,1,899,n,n,Knit hat,,,n,1,
195263000000,Health & Wellness,1,899,n,n,E-Pu Hand Sanitizer,16.9oz,,n,1,
247073419692,Food,1,2799,n,n,Org Beef Sausage ,,,n,1,
247073519156,Food,1,2799,n,n,Org Beef Smoked Sausages,,,n,1,
247073719518,Food,1,2799,n,n,Org Beef Sausage ,,,n,1,
300318751121,Health & Wellness,1,1394,n,n,Robitussin Severe,4 Oz,,n,1,
300318757123,Health & Wellness,1,999,n,n,Robitusin 1,"=""1""",,n,1,
300410100896,Health & Wellness,1,249,n,n,Oral B Complete Icy Cool Mint Floss Picks,"=""30""",,n,1,
300410103170,Household Essentials,1,389,n,n,Oral-B Healthy Clean,,,n,1,
300430134109,Health & Wellness,1,459,n,n,Gas-X:Extra Strength Softgels,10.00 CT,,n,1,
300450123046,Health & Wellness,1,1199,n,n,Children's Tylenol:Cherry Blast Flavor,4.00 OZ,,n,1,
300450204523,Health & Wellness,1,659,n,n,Zyrtec,,,n,1,
300450295095,Health & Wellness,1,739,n,n,Imodium A-D,6 Caplets,,n,1,
300450409201,Health & Wellness,1,849,n,n,Motrin Liquid Gels,20.00 Ct,,n,1,
300450449023,Health & Wellness,1,359,n,n,Tylenol:Caplets 10 Ct. Vial Rack,10.00 CT,,n,1,
300450449054,Health & Wellness,1,799,n,n,Tylenol:Caplets,24.00 CT,,n,1,
300450481023,Health & Wellness,1,1099,n,n,Motrin IB:Pain Reliever / Fever Reducer,50.00 Caplets,,n,1,
300450482259,Health & Wellness,1,799,n,n,Tylenol Pm Extra Strength Caplets,24.00 CT,,n,1,
300450547248,Health & Wellness,1,1289,n,n,Sudafed Pe:Press/Pain Caplet 24,24.00 CT,,n,1,
300670003081,Health & Wellness,1,429,n,n,Ex-Lax:Regular Strength Pills,8.00 CT,,n,1,
300672000248,Health & Wellness,1,799,n,n,Excedrin:Extra Strength Caplets,24.00 CT,,n,1,
300672039248,Household Essentials,1,899,n,n,Excedrin:Migraine Caplets,24.00 CT,,n,1,
300676426068,Health & Wellness,1,1199,n,n,Theraflu:Lipton Green Tea & Honey Lemon Packets,6.00 CT,,n,1,
300677917060,Health & Wellness,1,1229,n,n,Theraflu Daytime Severe Cold & Cough Packets Berry,1 ct,,n,1,
300677918067,Health & Wellness,1,1229,n,n,Theraflu Honey Lemon & White Tea,6 Packets,,n,1,
300678124061,Health & Wellness,1,1199,n,n,Theraflu Night Time Severe Cold,6pk,,n,1,
300810730884,Health & Wellness,1,839,n,n,Neosporin:Neosporin Original Antibiotic Ointment,0.50 OZ,,n,1,
301130416786,Health & Wellness,1,599,n,n,GoodSense Aspirin,325mg,,n,1,
301490039045,Health & Wellness,1,569,n,n,Pepto-bismol Upset Stomach Reliever,4 Oz,,n,1,
301490039083,Health & Wellness,1,859,n,n,Pepto-Bismo Subsalicylate Upset Stomach,8 Oz,,n,1,
301490039304,Health & Wellness,1,899,n,n,Pepto-Bismol:Maxiumum Strength,4.00 FL OZ,,n,1,
301490039779,Health & Wellness,1,999,n,n,Pepto-Bismol:5 Symptom Relief,30.00 Tablets,,n,1,
305210041806,Health & Wellness,1,599,n,n,VAS INT CARE ESSENTIAL LOTION,3.4OZ,,n,1,
305210041837,Health & Wellness,1,499,n,n,Vaseline Intensive Care,3.4oz,,n,1,
305210043503,Health & Wellness,1,399,n,n,VASELINE MEN COOLING,2 OZ,,n,1,
305210221277,Household Essentials,1,239,n,n,Q-Tips:Purse Pack,30.00 CT,,n,1,
305210232518,Health & Wellness,1,369,n,n,Vaseline,,,n,1,
305212311006,Health & Wellness,1,449,n,n,Vaseline:Original - Skin Protectant,1.75 OZ,,n,1,
305212326000,Health & Wellness,1,449,n,n,Vaseline:Original 100% Pure,3.75 OZ,,n,1,
305212750003,Health & Wellness,1,329,n,n,Vaseline:Advanced Formula - Skin Protectant,0.35 OZ,,n,1,
305215070009,Health & Wellness,1,399,n,n,Q-Tips:Cotton Swabs,170.00 CT,,n,1,
305215163282,Health & Wellness,1,599,n,n,Q-Tips:Cotton Swabs,375.00 CT,,n,1,
305730150200,Health & Wellness,1,699,n,n,Advil:Pain Reliever / Fever Reducer,24.00 Tablets,,n,1,
305730160209,Health & Wellness,1,769,n,n,Advil Pain Reliever/Fever Reducer Ibuprofen,200 Mg,,n,1,
305730164207,Health & Wellness,1,819,n,n,Advil PM 200 Mg,20 ct,,n,1,
305730168205,Health & Wellness,1,749,n,n,Advil Migraine,"=""20""",,n,1,
305730169202,Health & Wellness,1,799,n,n,Advil Liqui-Gels Pain Reliever 200mg,"=""20""",n,n,1,
305730199117,Health & Wellness,1,929,n,n,Advil Sinus Congestion & Pain,10cab,,n,1,
305730701129,Health & Wellness,1,299,n,n,CHAPSTICK LIP BALM REG .15 OZ,EA,,n,1,
305730705127,Health & Wellness,1,199,n,n,CHAPSTICK CHERRY,"=""1""",,n,1,
305730715126,Health & Wellness,1,299,n,n,CHAPSTICK STRAWBERRY,"=""1""",,n,1,
305730720120,Household Essentials,1,359,n,n,chapstick classic medicated ,,,n,1,
305730725125,Health & Wellness,1,239,n,n,CHAPSTICK MOISTURIZER,"=""1""",,n,1,
305732871103,Health & Wellness,1,1289,n,n,Preparation H Hemorrhoidal Ointment,1 oz,,n,1,
307660739197,Health & Wellness,1,189,n,n,Tums EX 750 Assorted Fruit,8.00 CT,,n,1,
307660746805,Health & Wellness,1,299,n,n,Tums:Peppermint 12 Ct,12.00 CT,,n,1,
308691156106,Household Essentials,1,529,n,n,Swan Isoporphyl Alcohol 70%,16 Oz,,n,1,
308694707107,Household Essentials,1,299,n,n,Swan Hydrogen Peroxide,32 Oz,,n,1,
309971370199,Health & Wellness,1,299,n,n,Cutex,,,n,1,
309971370274,Health & Wellness,1,299,n,n,cutex,3.4oz,,n,1,
309978695103,Health & Wellness,1,599,n,n,Beautiful Color Hair Color Kit,"=""1""",,n,1,
309978695202,Health & Wellness,1,599,n,n,Revlon ColorSilk  Brown Black,1 kit,,n,1,
310119043011,Health & Wellness,1,859,n,n,RENU MULTI PLUS NO RUB 4,*EACH,,n,1,
310310222406,Health & Wellness,1,999,n,n,Orajel:Regular Strength Gel,0.25 OZ,,n,1,
310742000412,Health & Wellness,1,229,n,n,Ice Menth Lip Thrapy,,,n,1,
312546627529,Health & Wellness,1,169,n,n,Halls Defense:Vitamin C Assorted Citrus,9.00 CT,,n,1,
312546628724,Health & Wellness,1,169,n,n,Halls Mentho-Lyptus:Honey-Lemon,9.00 CT,,n,1,
312546629707,Health & Wellness,1,169,n,n,Halls Base:Mentho-Lyptus Menthol Drops,9.00 CT,,n,1,
312547427203,Health & Wellness,1,569,n,n,Listerine:Cool Mint,250.00 ML,,n,1,
312547427951,Health & Wellness,1,199,n,n,Listerine:Cool Mint,95.00 ML,,n,1,
312547493833,Health & Wellness,1,369,n,n,Visin red eye,,,n,1,
312547701280,Household Essentials,1,599,n,n,Listerine:Gold,250.00 ML,,n,1,
312843024717,Health & Wellness,1,699,n,n,Midol Complete:Maxiumum Strength,16.00 Caplets,,n,1,
312843555365,Health & Wellness,1,629,n,n,Bayer Genuine Aspirin 325mg Pain Reliever/Fever Reducer,24 Coated Tablets,,n,1,
323900003613,Health & Wellness,1,899,n,n,Vicks Vaporub:Cough Supressant - Topical Analgesic,1.76 OZ,,n,1,
323900010765,Health & Wellness,1,99,n,n,Vicks Vapodrops Cough Relief Cherry Flavor,20 Drops,,n,1,
323900010772,Health & Wellness,1,99,n,n,Vicks Vapodrops Cough Relief Menthol Flavor,20 Drops,,n,1,
323900013964,Health & Wellness,1,999,n,n,ZzzQuil Nighttime Sleep-Aid,6 Oz,,n,1,
323900014244,Health & Wellness,1,1399,n,n,Vicks Nyquil Cold & Flu Nighttime Relief,8.00 Oz,,n,1,
323900014251,Health & Wellness,1,1399,n,n,Vicks NyQuil Cold & Flu Cherry Liquid,8 oz,,n,1,
323900014312,Health & Wellness,1,1299,n,n,Vicks Nyquil Cough Nighttime Relief Cherry,8.00 Oz,,n,1,
323900014350,Health & Wellness,1,1399,n,n,Vicks Dayquil Cold & Flu,8.00 Oz,,n,1,
323900014398,Health & Wellness,1,1199,n,n,"Vicks NyQuil Cold & Flu, Nighttime Relief, LiquiCaps, 16 ea",16 caps,,n,1,
323900014428,Health & Wellness,1,1199,n,n,Vicks DayQuil Cold & Flu,120 Caplets,,n,1,
323900038431,Health & Wellness,1,989,n,n,Vicks Nyquil Cold & Flu Nighttime Relief,8 ct,,n,1,
323900038448,Health & Wellness,1,989,n,n,DayQuil Cold & Flu,8 ct,,n,1,
323900041202,Health & Wellness,1,1399,n,n,Nyquil Dm Cough,8oz,,n,1,
325866105011,Health & Wellness,1,829,n,n,Aleve Pain Reliever/Fever Reducer,24 Tablets,,n,1,
325866105028,Health & Wellness,1,829,n,n,Aleve Pain Reliever/Fever Reducer 220 mg,24 Caplets,,n,1,
325866540515,Health & Wellness,1,499,n,n,Aleve,6 ct,,n,1,
346017018165,Health & Wellness,1,589,n,n,Vivarin Caffeine Alterness Aid,200mg,,n,1,
350580534045,Health & Wellness,1,1099,n,n,Children's Benadryl:Cherry Flavored,4.00 FL OZ,,n,1,
363824056364,Health & Wellness,1,899,n,n,Mucinex DM,,,n,1,
366715975720,Health & Wellness,1,299,n,n,TYLENOL SINUS SEVERE,"=""1""",,n,1,
371661253501,Health & Wellness,1,999,n,n,Block up Sunscreen SPF50,,,n,1,
371661836438,Health & Wellness,1,699,n,n,Sun town Sunscreen 50spf,,,n,1,
371661836605,Health & Wellness,1,699,n,n,Sun Town City sunscreen,,,n,1,
371661836612,Health & Wellness,1,999,n,n,SunTown SPF 50 CSpray sunscreen,2.7 oz,,n,1,
381370030119,Household Essentials,1,399,n,n,Johnson's:Original,4.00 OZ,,n,1,
381370032625,Household Essentials,1,359,n,n,Johnson's:Baby Bar,3.00 OZ,,n,1,
381370036029,Health & Wellness,1,409,n,n,Aveeno:Daily Moisturizing Lotion Tube,2.50 OZ,,n,1,
381370041702,Health & Wellness,1,349,n,n,Johnson's:Baby Oil,3.00 OZ,,n,1,
381370044086,Health & Wellness,1,599,n,n,Band-Aid Brand Adhesive Bandages:Tough Strips 20 Ct All One Size,20.00 CT,,n,1,
381370044246,Health & Wellness,1,549,n,n,Band-Aid Brand Adhesive Bandages:Tough Strips Extra Large 10 Ct All One Size,10.00 CT,,n,1,
381370044345,Health & Wellness,1,599,n,n,Band-Aid Flexible Fabric,100pcs,,n,1,
381370046660,Health & Wellness,1,429,n,n,Band-Aid Brand Adhesive Bandages:Sheer Strips 40 Ct All One Size,40.00 CT,,n,1,
381370047544,Health & Wellness,1,199,n,n,"Band-Aid:Flexible Fabric - 3/4"""" x 3"""" / 1.9 cm x 7.6cm",8.00 CT,,n,1,
381370047681,Health & Wellness,1,329,n,n,"Band-Aid:Large - Comfort-Flex - 2 7/8"""" x 4"""" / 7.3 cm x 10.1 cm",10.00 CT,,n,1,
381370056355,Health & Wellness,1,449,n,n,Band-Aid Brand Adhesive Bandages:Plastic Strips 60 Ct All One Size,60.00 CT,,n,1,
381370056850,Health & Wellness,1,449,n,n,Band-Aid Brand Adhesive Bandages:Flexible Fabric Extra Large 10 Ct All One Size,10.00 CT,,n,1,
381370082569,Health & Wellness,1,359,n,n,Johnson's:Safety Swabs,55.00 CT,,n,1,
381370082958,Health & Wellness,1,399,n,n,Johnson & Johnson First Aid To Go:Durable Plastic Case - 12 Items,1.00 CT,,n,1,
381370092131,Health & Wellness,1,289,n,n,Reach:Unflavored Waxed,55.00 YD,,n,1,
381370092179,Health & Wellness,1,289,n,n,Reach:Mint Waxed,55.00 YD,,n,1,
381371161379,Health & Wellness,1,299,n,n,Bandage Rolls Gauze,"=""1""",,n,1,
381371161386,Health & Wellness,1,429,n,n,J&J BNDAID FA RLD GZ 3 X2 5Y,7.5FT,,n,1,
381371161423,Health & Wellness,1,399,n,n,J&J TRIPLE LAYER 2X3 PADS,10CT,,n,1,
381371174683,Health & Wellness,1,499,n,n,Jhonson baby lotion,,,n,1,
384470056355,Health & Wellness,1,449,n,n,Band-Aid ,,,n,1,
422052612503,Household Essentials,1,359,n,n,Mini Game pong,,,n,1,
426677811341,Household Essentials,1,799,n,n,Beni,,,n,1,
564651120031,Household Essentials,1,289,n,n,Isopropyl Rubbing Alcohol,12 oz,,n,1,
600699003285,Candies/Bars/Gum,1,269,n,n,KRAFT MARSHMALLOWS,,,n,1,
